2016	https://arxiv.org/abs/1605.02041	Mapping knowledge translation and innovation processes in Cancer Drug  Development: the case of liposomal doxorubicin	[]
2013	https://arxiv.org/abs/1311.4180	Towards a New Science of a Clinical Data Intelligence	['Clinical']
2016	https://arxiv.org/abs/1609.09065	Better Data Visibility & Data Use Result in Lower Cost and Improved  Performance in Medicine Supply Chains	['Medicine']
2016	https://arxiv.org/abs/1607.02235	From Collective Adaptive Systems to Human Centric Computation and Back:  Spatial Model Checking for Medical Imaging	['Medical']
2012	https://arxiv.org/abs/1207.6179	Framework of Social Customer Relationship Management in E-Health  Services	['Health']
2004	https://arxiv.org/abs/cs.RO/0412055	Robotic Applications in Cardiac Surgery	[]
2017	https://arxiv.org/abs/1709.02116	Unreported links between trial registrations and published articles were  identified using document similarity measures in a cross-sectional analysis  of ClinicalTrials.gov	[]
2017	https://arxiv.org/abs/1711.04592	Vertebral body segmentation with GrowCut: Initial experience, workflow  and practical application	[]
2017	https://arxiv.org/abs/1709.03450	UI-Net: Interactive Artificial Neural Networks for Iterative Image  Segmentation Based on a User Model	[]
2015	https://arxiv.org/abs/1511.02281	Robotics Technology in Mental Health Care	['Health']
2017	https://arxiv.org/abs/1712.00542	Splenomegaly Segmentation using Global Convolutional Kernels and  Conditional Generative Adversarial Networks	[]
2013	https://arxiv.org/abs/1312.0750	A semi-automatic semantic method for mapping SNOMED CT concepts to VCM  Icons	[]
2017	https://arxiv.org/abs/1711.11386	MR image reconstruction using deep density priors	[]
2017	https://arxiv.org/abs/1710.01758	Accelerating CS in Parallel Imaging Reconstructions Using an Efficient  and Effective Circulant Preconditioner	[]
2004	https://arxiv.org/abs/cs.AI/0407008	Autogenic Training With Natural Language Processing Modules: A Recent  Tool For Certain Neuro Cognitive Studies	[]
2015	https://arxiv.org/abs/1512.08051	A Multiresolution Clinical Decision Support System Based on Fractal  Model Design for Classification of Histological Brain Tumours	['Clinical']
2017	https://arxiv.org/abs/1709.09641	Neural Multi-Atlas Label Fusion: Application to Cardiac MR Images	[]
2017	https://arxiv.org/abs/1712.00543	Improved Stability of Whole Brain Surface Parcellation with Multi-Atlas  Segmentation	[]
2017	https://arxiv.org/abs/1711.03180	Deep D-bar: Real time Electrical Impedance Tomography Imaging with Deep  Neural Networks	[]
2017	https://arxiv.org/abs/1709.07250	Real-time predictive maintenance for wind turbines using Big Data  frameworks	[]
2005	https://arxiv.org/abs/cs.NE/0504069	A Neural-Network Technique to Learn Concepts from Electroencephalograms	[]
2005	https://arxiv.org/abs/cs.NE/0504052	Learning Multi-Class Neural-Network Models from Electroencephalograms	[]
2014	https://arxiv.org/abs/1410.4303	Digital Investigation of Security Attacks on Cardiac Implantable Medical  Devices	['Medical']
2004	https://arxiv.org/abs/cs.OH/0412010	Toward a Human-Centered Uml for Risk Analysis	[]
2005	https://arxiv.org/abs/cs.NE/0504058	Polynomial Neural Networks Learnt to Classify EEG Signals	[]
2015	https://arxiv.org/abs/1510.04972	Normalization of Relative and Incomplete Temporal Expressions in  Clinical Narratives	['Clinical']
2003	https://arxiv.org/abs/cs.CY/0311050	Data mining and Privacy in Public Sector using Intelligent Agents  (discussion paper)	[]
2013	https://arxiv.org/abs/1303.3229	FindZebra: A search engine for rare diseases	['disease']
2016	https://arxiv.org/abs/1605.06838	Causality on Longitudinal Data: Stable Specification Search in  Constrained Structural Equation Modeling	[]
2006	https://arxiv.org/abs/cs.DC/0608047	Lessons Learned from MammoGrid for Integrated Biomedical Solutions	[]
2003	https://arxiv.org/abs/cs.DC/0302019	Economic and On Demand Brain Activity Analysis on Global Grids	[]
2013	https://arxiv.org/abs/1304.6473	Technical report: Linking the scientific and clinical data with  KI2NA-LHC	['clinical']
2012	https://arxiv.org/abs/1204.4093	Utilizing RxNorm to Support Practical Computing Applications: Capturing  Medication History in Live Electronic Health Records	['Health']
2000	https://arxiv.org/abs/cs.NE/0012020	Creativity and Delusions: A Neurocomputational Approach	[]
2017	https://arxiv.org/abs/1703.08516	Radiomics strategies for risk assessment of tumour failure in  head-and-neck cancer	[]
2005	https://arxiv.org/abs/cs.NE/0504055	A Learning Algorithm for Evolving Cascade Neural Networks	[]
2017	https://arxiv.org/abs/1706.00856	Multiple Kernel Learning and Automatic Subspace Relevance Determination  for High-dimensional Neuroimaging Data	[]
2017	https://arxiv.org/abs/1704.00447	Learning a Variational Network for Reconstruction of Accelerated MRI  Data	[]
2005	https://arxiv.org/abs/cs.NE/0504056	Self-Organizing Multilayered Neural Networks of Optimal Complexity	[]
2013	https://arxiv.org/abs/1305.5665	Validity of a clinical decision rule based alert system for drug dose  adjustment in patients with renal failure intended to improve pharmacists'  analysis of medication orders in hospitals	['clinical']
2017	https://arxiv.org/abs/1707.06474	Learned Primal-dual Reconstruction	[]
2016	https://arxiv.org/abs/1610.01390	Reliability of PET/CT shape and heterogeneity features in functional and  morphological components of Non-Small Cell Lung Cancer tumors: a  repeatability analysis in a prospective multi-center cohort	[]
2017	https://arxiv.org/abs/1705.07879	Enhancement of Epidemiological Models for Dengue Fever Based on Twitter  Data	[]
2005	https://arxiv.org/abs/cs.IR/0512085	Analyzing and Visualizing the Semantic Coverage of Wikipedia and Its  Authors	[]
2016	https://arxiv.org/abs/1610.04097	Automatic View-Point Selection for Inter-Operative Endoscopic  Surveillance	[]
2002	https://arxiv.org/abs/cs.NE/0206001	Neural Net Model for Featured Word Extraction	[]
2001	https://arxiv.org/abs/cs.CY/0108014	What's Fit To Print: The Effect Of Ownership Concentration On Product  Variety In Daily Newspaper Markets	[]
2006	https://arxiv.org/abs/cs.DL/0606079	Ten-Year Cross-Disciplinary Comparison of the Growth of Open Access and  How it Increases Research Citation Impact	[]
2003	https://arxiv.org/abs/cs.DC/0307021	Tools and Techniques for Managing Clusters for SciDAC Lattice QCD at  Fermilab	[]
2017	https://arxiv.org/abs/1707.08381	Prediction of amino acid side chain conformation using a deep neural  network	[]
2007	https://arxiv.org/abs/0711.4523	Robot-based tele-echography: clinical evaluation of the TER system in  abdominal aortic exploration	['clinical']
2016	https://arxiv.org/abs/1605.02559	Robust imaging of hippocampal inner structure at 7T: in vivo acquisition  protocol and methodological choices	[]
2017	https://arxiv.org/abs/1704.01466	A Unified Multi-Faceted Video Summarization System	[]
2017	https://arxiv.org/abs/1703.10480	A deep learning classification scheme based on augmented-enhanced  features to segment organs at risk on the optic region in brain cancer  patients	[]
2006	https://arxiv.org/abs/cs.DL/0612132	A New Era in Citation and Bibliometric Analyses: Web of Science, Scopus,  and Google Scholar	[]
2016	https://arxiv.org/abs/1606.06702	Crowdsourcing for Identification of Polyp-Free Segments in Virtual  Colonoscopy Videos	[]
2018	https://arxiv.org/abs/1811.05402	Embedding Electronic Health Records for Clinical Information Retrieval	['Clinical', 'Health']
2018	https://arxiv.org/abs/1804.08261	Clinical Assistant Diagnosis for Electronic Medical Record Based on  Convolutional Neural Network	['Medical', 'Clinical']
2018	https://arxiv.org/abs/1812.01813	Machine-learned epidemiology: real-time detection of foodborne illness  at scale	['illness']
2018	https://arxiv.org/abs/1807.08841	Characterizing health informatics journals by subject-level  dependencies: a citation network analysis	['health']
2018	https://arxiv.org/abs/1806.10128	Leveraging Disease Progression Learning for Medical Image Recognition	['Disease', 'Medical']
2018	https://arxiv.org/abs/1812.06354	Verifying the Medical Specialty from User Profile of Online Community  for Health-Related Advices	['Medical', 'Health']
2018	https://arxiv.org/abs/1809.08422	Medical Knowledge Embedding Based on Recursive Neural Network for  Multi-Disease Diagnosis	['Disease', 'Medical']
2018	https://arxiv.org/abs/1810.09593	MiME: Multilevel Medical Embedding of Electronic Health Records for  Predictive Healthcare	['Medical', 'Health']
2018	https://arxiv.org/abs/1803.05848	Towards Clinical Diagnosis: Automated Stroke Lesion Segmentation on  Multimodal MR Image Using Convolutional Neural Network	['Clinical']
2005	https://arxiv.org/abs/cs.AI/0504041	Learning Polynomial Networks for Classification of Clinical  Electroencephalograms	['Clinical']
2017	https://arxiv.org/abs/1708.06458	(Tissue) P Systems with Vesicles of Multisets	[]
2016	https://arxiv.org/abs/1612.03979	On the Formal Development of Behavioral Reactive Agents: A Systematic  Braitenberg-Vehicle Approach	[]
2016	https://arxiv.org/abs/1608.00936	Multimodal Brain Visualization	[]
2001	https://arxiv.org/abs/cs.DC/0111022	Distributed Computing for Localized and Multilayer Visualizations	[]
2016	https://arxiv.org/abs/1601.03375	Multi-Atlas Segmentation with Joint Label Fusion of Osteoporotic  Vertebral Compression Fractures on CT	[]
2005	https://arxiv.org/abs/cs.AI/0504071	Proceedings of the Pacific Knowledge Acquisition Workshop 2004	[]
2002	https://arxiv.org/abs/cs.LG/0212041	Robust Classification with Context-Sensitive Features	[]
1997	https://arxiv.org/abs/cmp-lg/9707007	Tailored Patient Information: Some Issues and Questions	[]
2001	https://arxiv.org/abs/cs.CY/0109052	Globalization and Governance in Cyberspace: Mapping the Processes of  Emergent Regime Formation in Global Information and Communications Policy	[]
2001	https://arxiv.org/abs/cs.CE/0110048	Multivariant Branching Prediction, Reflection, and Retrospection	[]
2006	https://arxiv.org/abs/cs.HC/0606107	Human Information Processing with the Personal Memex	[]
2015	https://arxiv.org/abs/1509.00083	Metastatic liver tumour segmentation from discriminant Grassmannian  manifolds	[]
2015	https://arxiv.org/abs/1512.08047	Assessment of texture measures susceptibility to noise in conventional  and contrast enhanced computed tomography lung tumour images	[]
2014	https://arxiv.org/abs/1406.6946	An improved computer vision method for detecting white blood cells	[]
2001	https://arxiv.org/abs/cs.CR/0104004	Secure Counting: counting members of a subset without revealing their  identities	[]
2004	https://arxiv.org/abs/cs.AI/0405008	A Comparative Study of Fuzzy Classification Methods on Breast Cancer  Data	[]
2013	https://arxiv.org/abs/1312.0736	A generic system for critiquing physicians' prescriptions: usability,  satisfaction and lessons learnt	[]
2015	https://arxiv.org/abs/1512.07951	A Combined Deep-Learning and Deformable-Model Approach to Fully  Automatic Segmentation of the Left Ventricle in Cardiac MRI	[]
2005	https://arxiv.org/abs/cs.CV/0502095	Gradient Vector Flow Models for Boundary Extraction in 2D Images	[]
2005	https://arxiv.org/abs/cs.AI/0504042	The Bayesian Decision Tree Technique with a Sweeping Strategy	[]
2002	https://arxiv.org/abs/cs.LG/0212031	Contextual Normalization Applied to Aircraft Gas Turbine Engine Diagnosis	[]
2006	https://arxiv.org/abs/cs.CE/0612087	Statistical mechanics of neocortical interactions: Portfolio of  Physiological Indicators	[]
2016	https://arxiv.org/abs/1603.01488	A knowledge representation meta-model for rule-based modelling of  signalling networks	[]
2005	https://arxiv.org/abs/cs.LG/0511075	"Identifying Interaction Sites in ""Recalcitrant"" Proteins: Predicted  Protein and Rna Binding Sites in Rev Proteins of Hiv-1 and Eiav Agree with  Experimental Data"	[]
2004	https://arxiv.org/abs/cs.CC/0412097	The Computational Power of Benenson Automata	[]
2006	https://arxiv.org/abs/cs.DC/0611084	Large Scale In Silico Screening on Grid Infrastructures	[]
2014	https://arxiv.org/abs/1409.6498	Unified Heat Kernel Regression for Diffusion, Kernel Smoothing and  Wavelets on Manifolds and Its Application to Mandible Growth Modeling in CT  Images	[]
2014	https://arxiv.org/abs/1403.0500	Automating Fault Tolerance in High-Performance Computational Biological  Jobs Using Multi-Agent Approaches	[]
2014	https://arxiv.org/abs/1404.0444	Setting Parameters for Biological Models With ANIMO	[]
2013	https://arxiv.org/abs/1302.3155	Morphological Analusis Of The Left Ventricular Eendocardial Surface  Using A Bag-Of-Features Descriptor	[]
2005	https://arxiv.org/abs/cs.NE/0504067	An Evolving Cascade Neural Network Technique for Cleaning Sleep  Electroencephalograms	[]
2004	https://arxiv.org/abs/cs.RO/0411025	Bionic Humans Using EAP as Artificial Muscles Reality and Challenges	[]
2014	https://arxiv.org/abs/1410.3199	Applied Neural Cross-Correlation into the Curved Trajectory Detection  Process for Braitenberg Vehicles	[]
2014	https://arxiv.org/abs/1405.3574	Fast T2 Mapping with Improved Accuracy Using Undersampled Spin-echo MRI  and Model-based Reconstructions with a Generating Function	[]
2005	https://arxiv.org/abs/cs.AI/0510083	Neuronal Spectral Analysis of EEG and Expert Knowledge Integration for  Automatic Classification of Sleep Stages	[]
2002	https://arxiv.org/abs/cs.CL/0209003	Rerendering Semantic Ontologies: Automatic Extensions to UMLS through  Corpus Analytics	[]
2005	https://arxiv.org/abs/cs.NE/0504068	Self-Organization of the Neuron Collective of Optimal Complexity	[]
2011	https://arxiv.org/abs/1102.1101	Total variation regularization for fMRI-based prediction of behaviour	[]
2004	https://arxiv.org/abs/cs.IR/0408001	Semantic Linking - a Context-Based Approach to Interactivity in  Hypermedia	[]
2007	https://arxiv.org/abs/cs.IR/0703033	Time Warp Edit Distances with Stiffness Adjustment for Time Series  Matching	[]
2001	https://arxiv.org/abs/cs.CY/0109058	Profiling Internet Users' Participation in Social Change Agendas: An  application of Q methodology	[]
2004	https://arxiv.org/abs/cs.CV/0405093	Computerized Face Detection and Recognition	[]
2006	https://arxiv.org/abs/cs.CE/0604090	Simplicial models of social aggregation I	[]
2006	https://arxiv.org/abs/cs.IR/0604036	Collaborative thesaurus tagging the Wikipedia way	[]
2007	https://arxiv.org/abs/cs.DL/0701101	Citation advantage of Open Access articles likely explained by quality  differential and media effects	[]
2004	https://arxiv.org/abs/cs.CL/0412024	Human-Level Performance on Word Analogy Questions by Latent Relational  Analysis	[]
2006	https://arxiv.org/abs/cs.CR/0608034	Security Assessment of E-Tax Filing Websites	[]
2005	https://arxiv.org/abs/cs.NE/0504059	A Neural Network Decision Tree for Learning Concepts from EEG Data	[]
2006	https://arxiv.org/abs/cs.CR/0411041	Content Based Image Retrieval with Mobile Agents and Steganography	[]
2006	https://arxiv.org/abs/cs.CL/0609059	Automatic annotation of multilingual text collections with a conceptual  thesaurus	[]
2006	https://arxiv.org/abs/cs.DC/0605056	Utility Computing and Global Grids	[]
1999	https://arxiv.org/abs/cs.CY/9904010	Beyond Concern: Understanding Net Users' Attitudes About Online Privacy	[]
2003	https://arxiv.org/abs/cs.GR/0311034	Visualization of variations in human brain morphology using  differentiating reflection functions	[]
2001	https://arxiv.org/abs/cs.CY/0109114	The Consumer Product Selection Process in an Internet Age: Obstacles to  Maximum Effectiveness & Policy Options	[]
2001	https://arxiv.org/abs/cs.CY/0109043	PUC Autonomy and Policy Innovation: Local Telephone Competition in  Arkansas and New York	[]
2005	https://arxiv.org/abs/cs.GR/0512098	Mathematical models of the complex surfaces in simulation and  visualization systems	[]
2002	https://arxiv.org/abs/cs.LG/0212034	Types of Cost in Inductive Concept Learning	[]
2003	https://arxiv.org/abs/cs.DC/0306067	The AliEn system, status and perspectives	[]
2003	https://arxiv.org/abs/cs.DC/0306068	AliEn Resource Brokers	[]
2001	https://arxiv.org/abs/cs.CL/0109013	Conceptual Analysis of Lexical Taxonomies: The Case of WordNet Top-Level	[]
2001	https://arxiv.org/abs/cs.CY/0109035	Revenge of the Bell Heads: How the Net Heads Lost Control of the Internet	[]
2011	https://arxiv.org/abs/1106.0041	Assessing the consistency of community structure in complex networks	[]
2006	https://arxiv.org/abs/cs.DC/0602061	The Computational and Storage Potential of Volunteer Computing	[]
2002	https://arxiv.org/abs/cs.NA/0209020	A new definition of the fractional Laplacian	[]
2002	https://arxiv.org/abs/cs.DB/0211023	SkyQuery: A WebService Approach to Federate Databases	[]
2001	https://arxiv.org/abs/cs.CY/0109079	National Information Infrastructure Development in Canada and the U.S.:  Redefining Universal Service and Universal Access in the Age of  Techno-Economic Convergence	[]
2000	https://arxiv.org/abs/cs.IR/0003001	Making news understandable to computers	[]
2002	https://arxiv.org/abs/cs.LG/0212037	The Management of Context-Sensitive Features: A Review of Strategies	[]
2002	https://arxiv.org/abs/cs.DC/0204048	Economic-based Distributed Resource Management and Scheduling for Grid  Computing	[]
2000	https://arxiv.org/abs/cs.DL/0009004	A usage based analysis of CoRR	[]
2001	https://arxiv.org/abs/cs.CY/0109032	The Internet, 1995-2000: Access, Civic Involvement, and Social  Interaction	[]
2001	https://arxiv.org/abs/cs.CY/0109096	CyberCampaigns and Canadian Politics: Still Waiting?	[]
2004	https://arxiv.org/abs/cs.AI/0412080	The Biological Concept of Neoteny in Evolutionary Colour Image  Segmentation - Simple Experiments in Simple Non-Memetic Genetic Algorithms	[]
2004	https://arxiv.org/abs/cs.IR/0410055	Mathematical knowledge management is needed	[]
2005	https://arxiv.org/abs/cs.NE/0505044	Separating a Real-Life Nonlinear Image Mixture	[]
2003	https://arxiv.org/abs/cs.DB/0310006	The Lowell Database Research Self Assessment	[]
2004	https://arxiv.org/abs/cs.CR/0411005	A Directed Threshold - Signature Scheme	[]
2004	https://arxiv.org/abs/cs.DL/0411091	Principles for Digital Preservation	[]
2004	https://arxiv.org/abs/cs.RO/0411020	Dynamic Modelling and Adaptive Traction Control for Mobile Robots	[]
2004	https://arxiv.org/abs/cs.AI/0405031	Adaptation of Mamdani Fuzzy Inference System Using Neuro - Genetic  Approach for Tactical Air Combat Decision Support System	[]
2004	https://arxiv.org/abs/cs.CR/0409036	A Directed Signature Scheme and its Applications	[]
2004	https://arxiv.org/abs/cs.CR/0409049	A Directed -Threshold Multi-Signature Scheme	[]
2006	https://arxiv.org/abs/cs.CL/0609053	Navigating multilingual news collections using automatically extracted  information	[]
2005	https://arxiv.org/abs/cs.CR/0510013	Safe Data Sharing and Data Dissemination on Smart Devices	[]
2006	https://arxiv.org/abs/cs.DB/0612128	SASE: Complex Event Processing over Streams	[]
2001	https://arxiv.org/abs/cs.AI/0106005	The Representation of Legal Contracts	[]
2004	https://arxiv.org/abs/cs.AI/0405026	A Concurrent Fuzzy-Neural Network Approach for Decision Support Systems	[]
2001	https://arxiv.org/abs/cs.AI/0106006	A Constraint-Driven System for Contract Assembly	[]
2006	https://arxiv.org/abs/cs.SE/0603037	Deriving Conceptual Data Models from Domain Ontologies for  Bioinformatics	[]
2001	https://arxiv.org/abs/cs.CY/0109071	The Impact of Incentives in the Telecommunications Act of 1996 on  Corporate Strategies	[]
2004	https://arxiv.org/abs/cs.AI/0412084	Map Segmentation by Colour Cube Genetic K-Mean Clustering	[]
2004	https://arxiv.org/abs/cs.AI/0412087	Image Colour Segmentation by Genetic Algorithms	[]
2001	https://arxiv.org/abs/cs.DC/0004014	Cluster Computing White Paper	[]
2005	https://arxiv.org/abs/cs.DL/0504084	The Convergence of Digital-Libraries and the Peer-Review Process	[]
2002	https://arxiv.org/abs/cs.MA/0211030	Integration of Computational Techniques for the Modelling of Signal  Transduction	[]
2003	https://arxiv.org/abs/cs.AI/0309036	A Neural Network Assembly Memory Model Based on an Optimal Binary Signal  Detection Theory	[]
2002	https://arxiv.org/abs/cs.CL/0207002	Using eigenvectors of the bigram graph to infer morpheme identity	[]
2003	https://arxiv.org/abs/cs.CL/0306130	Anusaaraka: Machine Translation in Stages	[]
2006	https://arxiv.org/abs/cs.DC/0604071	Distributed Metadata with the AMGA Metadata Catalog	[]
2001	https://arxiv.org/abs/cs.CY/0109098	The Influence of Policy Regimes on the Development and Social  Implications of Privacy Enhancing Technologies	[]
2018	https://arxiv.org/abs/1812.09954	Self-Attention Equipped Graph Convolutions for Disease Prediction	['Disease']
2017	https://arxiv.org/abs/1711.09192	Communication and Synchronization of Distributed Medical Models: Design,  Development, and Performance Analysis	['Medical']
2018	https://arxiv.org/abs/1808.04928	Deep EHR: Chronic Disease Prediction Using Medical Notes	['Disease', 'Medical']
2006	https://arxiv.org/abs/cs.DB/0609144	The Management and Integration of Biomedical Knowledge: Application in  the Health-e-Child Project (Position Paper)	['Health']
2004	https://arxiv.org/abs/cs.DB/0405087	A Grid Information Infrastructure for Medical Image Analysis	['Medical']
2017	https://arxiv.org/abs/1708.03447	Unified Neural Architecture for Drug, Disease and Clinical Entity  Recognition	['Disease', 'Clinical']
2005	https://arxiv.org/abs/cs.AI/0504064	Neural-Network Techniques for Visual Mining Clinical  Electroencephalograms	['Clinical']
2018	https://arxiv.org/abs/1802.05695	Explainable Prediction of Medical Codes from Clinical Text	['Medical', 'Clinical']
2018	https://arxiv.org/abs/1812.01087	Disease Detection in Weakly Annotated Volumetric Medical Images using a  Convolutional LSTM Network	['Disease', 'Medical']
2018	https://arxiv.org/abs/1810.03044	Artificial Intelligence for Diabetes Case Management: The Intersection  of Physical and Mental Health	['Health']
2001	https://arxiv.org/abs/cs.CY/0109083	Electronic Access to Information and the Privacy Paradox: Rethinking  :'Practical Obscurity'	[]
2004	https://arxiv.org/abs/cs.CR/0409050	Some Applications of Directed Signature Scheme	[]
2004	https://arxiv.org/abs/cs.DC/0411045	Usage Policy-based CPU Sharing in VOs	[]
2003	https://arxiv.org/abs/cs.AI/0309007	ROC Curves Within the Framework of Neural Network Assembly Memory Model:  Some Analytic Results	[]
2000	https://arxiv.org/abs/cs.AI/0003004	A database and lexicon of scripts for ThoughtTreasure	[]
2002	https://arxiv.org/abs/cs.MA/0211029	Modelling intracellular signalling networks using behaviour-based  systems and the blackboard architecture	[]
2007	https://arxiv.org/abs/cs.NI/0703108	Wireless Lan to Support Multimedia Communication Using Spread Spectrum  Technology	[]
2006	https://arxiv.org/abs/cs.IR/0606105	Iso9000 Based Advanced Quality Approach for Continuous Improvement of  Manufacturing Processes	[]
2006	https://arxiv.org/abs/cs.AI/0609137	Ontologies and Information Extraction	[]
2002	https://arxiv.org/abs/cs.CC/0207055	The Rise and Fall of the Church-Turing Thesis	[]
2001	https://arxiv.org/abs/cs.CY/0109113	Digital Arroyos: An Examination of State Policy and Regulated Market  Boundaries in Constructing Rural Internet Access	[]
